,text_1,text_2,label,ROUGE-1 recall,ROUGE-1 precision,ROUGE-1 F,ROUGE-2 recall,ROUGE-2 precision,ROUGE-2 F,ROUGE-L recall,ROUGE-L precision,ROUGE-L F,POS dist score,WMD,1-gram_overlap,BertScore,chrf_score_norm,L2_score
643,"programs and services ,",program / service,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3027264623794537,1.7287959318073671,0.0,4.5331,2.5544388609715236,3.245066604212107
644,eu 2020 strategy,europe 2020 strategy is,4.0,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,1.3111417574021516,1.414481107539968,2.8571428571428568,4.4727,4.225352112676056,2.578577421876133
645,the secretariat of the committee,the secretariat of the commission,3.0,4.0,4.0,4.000000000000001,3.75,3.75,3.75,4.0,4.0,4.000000000000001,1.042232286560471,1.0134601163794443,3.75,4.9497,4.307432432432432,0.47396019340158557
646,integrate itself,to become integrated,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.244041391326126,0.0,4.3551,2.6978417266187056,3.7063320722339292
647,is contrary to,be inconsistent with,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8839410965592984,0.0,4.4948,0.9641873278236917,2.9523715194754954
648,who are they,- who the hell is that,3.333,1.6666666666666665,0.8333333333333333,1.1111111111111112,0.0,0.0,0.0,1.6666666666666665,0.8333333333333333,1.1111111111111112,0.0,2.768376885998047,1.25,4.3715,1.8253968253968256,2.6255727583315416
649,languages other,language -rrb-,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.681966519328168,2.38875250549852,0.0,4.1206,2.352150537634409,3.921624894249908
650,particular attention is paid,particular attention to,3.333,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.3441393234944299,1.2353058727697976,2.8571428571428568,4.4752,3.7,2.570328936934386
651,are talking about,speak of,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.052112674956218,0.0,4.3952,0.3063725490196078,3.486438415175817
652,is capable of being,is able to,4.0,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,1.9385271460453275,1.4285714285714284,4.4131,1.1752136752136753,2.3928023847774305
653,committee at the,commission at its,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.7403252496265122,2.933732704081129,1.6666666666666665,4.4298,1.6544117647058822,1.8395922651818706
654,to be prepared by the,drawn up by the,3.0,2.0,2.5,2.2222222222222223,1.25,1.6666666666666665,1.4285714285714284,2.0,2.5,2.2222222222222223,0.0,2.356402633094176,2.2222222222222223,4.4665,1.48975791433892,2.482318531240964
655,objectives in terms,objectives are,4.0,1.6666666666666665,2.5,2.0,0.0,0.0,0.0,1.6666666666666665,2.5,2.0,0.3441393234944299,1.5813594522887535,2.0,4.1248,2.760416666666667,2.5105059842254795
656,of the general conference,the general assembly was,3.333,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,2.2540376415512946,3.0958585077134964,2.5,4.5317,2.1949404761904763,2.7346610442145014
657,the advantages of,the benefit of,4.333,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,2.292849542756171,3.140293292376648,3.333333333333333,4.7916,1.115023474178404,2.4391405607407806
658,dated 30 november 2000,on 30 november 2000,4.667,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.0,1.5950448423892,3.75,4.9929,3.776041666666667,2.3294616487523423
659,should like to emphasise,wish to emphasise,5.0,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.6738400564939273,2.8571428571428568,4.6408,2.6842948717948723,2.2378103533376206
660,the adverse effects of,the negative impacts of,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.1855900585240593,2.4638101698505537,2.5,4.8131,1.6156462585034013,1.6921132824428295
661,was eventually,had subsequently,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5186809897807745,0.0,4.785,0.9971509971509972,3.107117693903929
662,its concern about the,preoccupation over the,3.333,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,2.8459516264122313,1.7527817004091806,1.4285714285714284,4.4833,1.1200716845878136,2.5252616744943897
663,purpose of this project is,aim of this project is,4.333,4.0,4.0,4.000000000000001,3.75,3.75,3.75,4.0,4.0,4.000000000000001,1.129486778918736,1.5348899492955448,4.0,4.989,3.571428571428571,1.5097877152794354
664,is often difficult,can be hard,1.6669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.450614498912484,0.0,4.5878,0.3941441441441442,2.7350303634298547
665,new government has,"government has ,",3.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.3441393234944299,1.0728945429498815,4.0,4.4505,3.8126361655773424,2.648303324219842
666,rates as,rate used,3.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7183679788851287,2.535421755176911,0.0,4.3854,1.7857142857142858,3.1415408776864036
667,'s list of issues,its list of issues,5.0,3.75,3.75,3.75,3.333333333333333,3.333333333333333,3.333333333333333,3.75,3.75,3.75,0.3441393234944299,0.8216099514790198,3.75,4.7341,4.623287671232878,1.1466763005137646
668,"oh , really .","oh , is that so ?",4.333,2.5,1.6666666666666665,2.0,1.6666666666666665,1.0,1.25,2.5,1.6666666666666665,2.0,0.0,3.8635443886778216,1.6666666666666665,4.3099,1.2996941896024463,2.1491228624160503
669,and assessments,evaluations were,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6138784759326699,3.503575176662864,0.0,4.2908,0.5291005291005292,3.065901954109597
670,cautioned that,was indicated that,2.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,1.5628496867874218,2.0,4.435,2.3109243697478994,3.365549348545632
671,assessment should be,evaluation was,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2671231775229805,3.3783655664551064,0.0,4.5881,0.4930966469428008,2.4356121034588365
672,"or indirectly , to",or indirectly involved,4.0,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.6334933328592525,3.333333333333333,4.2896,3.668763102725368,1.8355315328072788
673,also remains,is still in,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5657733110996253,0.0,4.4739,0.6205673758865248,2.8113698549594854
674,account of the recommendations,in mind the recommendations,3.667,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,1.4307824672000087,1.5823905323948873,2.5,4.5026,3.2781862745098036,2.6171250260289103
675,process to be followed,procedures to be used,3.667,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.5,2.5,2.5,2.1232288857848762,1.8878805451056158,2.5,4.5782,2.276632302405498,2.033998093096017
676,japan has,the government of japan has,3.0,5.0,2.0,2.8571428571428577,5.0,1.25,2.0,5.0,2.0,2.8571428571428577,0.3441393234944299,3.569575153673712,2.8571428571428568,4.4812,3.9156626506024104,2.0129812324107497
677,- i see,i 've been seeing,3.0,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.3441393234944299,3.0704882200996577,1.6666666666666665,4.2921,1.96969696969697,2.393935959941318
678,like russia,such as russia,4.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.3441393234944299,2.6642377742661734,2.0,4.6917,2.556818181818181,2.389562124571051
679,provided for in section,provided in article,3.0,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,2.0531513131811727,1.4103451602591408,2.8571428571428568,4.4952,2.238805970149254,2.243753083775421
680,and will allow,and will enable,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,1.8861380283567464,3.333333333333333,4.7483,2.9454022988505746,0.6903501211984336
681,results from the,the effects of the,4.667,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,2.4375003281968346,2.6812260250475526,1.6666666666666665,4.4065,1.1557177615571776,3.1247457483593
682,was here,'s been here,3.0,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.8648767029882123,2.0,4.1963,2.4011299435028244,2.05089337980185
683,refusing to,are unwilling to,3.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,2.2138152085463494,2.0,4.4318,2.314814814814815,3.041695534555319
684,- that 's my,is this my,3.0,1.25,1.6666666666666665,1.4285714285714284,0.0,0.0,0.0,1.25,1.6666666666666665,1.4285714285714284,0.0,3.023503578851252,1.6666666666666665,4.2381,1.4336917562724014,1.971923111510831
685,areas of competence,terms of reference,2.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.443422147772594,1.8434340867189731,1.6666666666666665,4.3609,1.6260162601626018,3.841340660773629
686,it 's my job .,this is my job .,2.667,3.0,3.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,0.3441393234944299,1.483022683674849,2.5,4.798,3.4188034188034178,1.0024254808199065
687,may be able to,may be allowed,3.333,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.509600684244536,2.8571428571428568,4.5526,2.608695652173913,1.8997060834577815
688,", is necessary",there must,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9806150744042794,0.0,4.4706,0.3753753753753753,4.007769846527051
689,'s interested in,is interested in,4.333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,0.5770566686267852,3.333333333333333,4.6704,4.62962962962963,1.3676220547971163
690,- i 'm telling you,i say to you,3.0,2.0,2.5,2.2222222222222223,0.0,0.0,0.0,2.0,2.5,2.2222222222222223,0.3441393234944299,3.972316567299744,2.5,4.2838,0.894854586129754,1.9677116983195708
691,is n't your,'re not in your,2.333,1.6666666666666665,1.25,1.4285714285714284,0.0,0.0,0.0,1.6666666666666665,1.25,1.4285714285714284,0.0,1.6587455253688093,1.25,4.4542,2.059925093632959,2.646058945019025
692,socio-economic rights,economic and social rights,4.333,2.5,1.25,1.6666666666666665,0.0,0.0,0.0,2.5,1.25,1.6666666666666665,0.3441393234944299,1.3704012681938194,2.8571428571428568,4.5789,3.2894736842105265,2.894959815632147
693,by reason of its,by virtue of its,4.667,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,2.5287162383916777,2.035438180545449,3.75,4.6783,2.1604938271604937,1.8686699269109086
694,runs contrary to,was contrary to,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,1.41180314788602,3.333333333333333,4.7827,3.9179104477611935,1.9827452674971426
695,particular concerns,specific concerns,3.333,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,2.220107690699022,2.5,4.9979,2.19836400817996,2.244777962387969
696,receive benefits,benefits are,3.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.5975262590615698,2.5,4.4121,2.353689567430025,3.1263062821536542
697,"hey , you okay",you feeling all right,4.667,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,2.2596255208483758,4.278418369594907,1.4285714285714284,4.4016,1.024590163934426,3.449930961678951
698,- this is great,"great , thank you",4.333,1.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,1.25,0.0,3.1144038258758355,1.6666666666666665,4.2259,1.5091863517060369,3.084321305226765
699,", in the implementation of the",in implementing its,3.667,0.8333333333333333,1.6666666666666665,1.1111111111111112,0.0,0.0,0.0,0.8333333333333333,1.6666666666666665,1.1111111111111112,0.0,2.3982419847863663,1.4285714285714284,4.5069,1.7676767676767675,2.28065511820661
700,is hereby replaced by the following,is replaced by the following,4.0,4.166666666666667,5.0,4.545454545454546,3.0,3.75,3.3333333333333326,4.166666666666667,5.0,4.545454545454546,0.3441393234944299,0.8748736641414119,4.545454545454546,4.8011,3.825995807127884,1.5472793084195264
701,opportunity is,opportunity today,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.6345812174643752,2.5,4.4211,4.02542372881356,2.1853115201355022
702,emphasized the need,emphasized the importance,4.667,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,2.6556583431573584,1.6776131125883404,3.333333333333333,4.6822,3.752436647173489,1.8937814987617752
703,expanded by,an increase by,4.333,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,3.1401417292164213,2.0,4.4303,1.0416666666666667,3.1655814949725176
704,are necessary,needs to be done,2.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6252506284640496,0.0,4.4019,0.6172839506172839,3.3647637446655745
705,participate actively in the,be actively involved in the,3.333,3.75,3.0,3.3333333333333326,1.6666666666666665,1.25,1.4285714285714284,3.75,3.0,3.3333333333333326,0.0,2.2909901947783973,3.333333333333333,4.8496,2.891156462585034,1.9755234401622368
706,issue of trafficking,trafficking in persons,3.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,2.376570421851083,1.110133559568045,1.6666666666666665,4.2304,2.7306967984934087,3.541138931715706
707,are derived from the,arise from the,4.333,2.5,3.333333333333333,2.8571428571428577,1.6666666666666665,2.5,2.0,2.5,3.333333333333333,2.8571428571428577,0.0,1.6675305320105633,2.8571428571428568,4.6775,2.2682445759368832,2.2751598048336517
708,sincerely hopes,to be hoped,3.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.448590057176252,0.0,4.4398,1.1019283746556476,4.0023520973052955
709,", and in particular those",", particularly regarding",3.0,1.0,1.6666666666666665,1.25,0.0,0.0,0.0,1.0,1.6666666666666665,1.25,0.0,1.6408927565566884,0.0,4.3182,2.2321428571428568,2.065005429935333
710,permanent members and,permanent category and the,3.667,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,2.4410519102368533,1.918059143005164,2.8571428571428568,4.3798,2.5438596491228065,3.0062209651453213
711,translates into,are translated into,4.667,2.5,1.6666666666666665,2.0,0.0,0.0,0.0,2.5,1.6666666666666665,2.0,0.0,1.1270223963852442,2.0,4.3962,3.4883720930232562,2.3639520785191146
712,completely destroyed,was destroyed,4.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,2.478362943092576,2.5,4.939,2.232142857142857,3.045587974069735
713,changed by,is to amend,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7395998394402334,0.0,4.1349,0.5482456140350876,3.5743940278449964
714,basic infrastructure,infrastructure,4.667,2.5,5.0,3.333333333333333,0.0,0.0,0.0,2.5,5.0,3.333333333333333,0.3441393234944299,1.1008445920564858,3.333333333333333,4.4219,3.4023668639053257,3.6585511318984616
715,are communicated,- communications,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.090654900558644,0.0,4.4702,3.1481481481481484,3.678736668550325
716,is in here,'re over here,3.667,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.5386184237873817,1.6666666666666665,4.1306,1.7094017094017095,2.512361119474855
717,it is quite clear,it is also clear,3.667,3.75,3.75,3.75,1.6666666666666665,1.6666666666666665,1.6666666666666665,3.75,3.75,3.75,0.0,2.1416886071327443,3.75,4.6684,2.430555555555556,1.2224079096932683
718,who was that,- who 's that,2.333,3.333333333333333,2.5,2.8571428571428577,0.0,0.0,0.0,3.333333333333333,2.5,2.8571428571428577,0.0,1.4433991558127413,3.333333333333333,4.2863,2.7777777777777777,1.4981086177418923
719,may be considered,may be regarded,4.0,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,3.333333333333333,3.333333333333333,3.333333333333333,0.0,2.002569850161485,3.333333333333333,4.7406,2.0396270396270397,1.2616742275406638
720,", especially in the countries",", particularly in countries",3.333,3.0,3.75,3.3333333333333326,0.0,0.0,0.0,3.0,3.75,3.3333333333333326,0.3441393234944299,1.3587340022506018,2.8571428571428568,4.8538,2.344740177439797,0.767442216263975
721,provided for under paragraph,called for in paragraph,3.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.7636422799450684,2.5,4.8126,2.466666666666667,2.5331006349497485
722,"is essential that ,",is critical that,3.333,2.5,3.333333333333333,2.8571428571428577,0.0,0.0,0.0,2.5,3.333333333333333,2.8571428571428577,0.0,2.322892111794233,3.333333333333333,4.6781,1.851851851851852,1.449195169639114
723,of the board of directors,of the board of the,3.333,4.0,4.0,4.000000000000001,3.75,3.75,3.75,4.0,4.0,4.000000000000001,0.3441393234944299,1.4547504427253808,4.285714285714286,4.5175,3.1582952815829515,1.1416202208318986
724,documents issued,documents on,2.667,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.3441393234944299,1.8550972873167035,2.5,4.3418,2.8625954198473287,2.681357749792814
725,also contributed to,has helped to,4.333,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.0,3.2503590692699933,1.6666666666666665,4.4988,0.9958071278825996,2.9715732722829933
726,- i do n't,ls n't,2.667,1.25,2.5,1.6666666666666665,0.0,0.0,0.0,1.25,2.5,1.6666666666666665,2.9422603309799436,3.775449257933744,2.8571428571428568,4.4733,1.1737089201877935,3.017073897732912
727,objects of the,of the purposes of the,2.667,3.333333333333333,2.0,2.5,2.5,1.25,1.6666666666666665,3.333333333333333,2.0,2.5,2.295465763819056,1.8353676655590816,3.333333333333333,4.374,2.4390243902439024,3.1464217264303493
728,ethnic communities,ethnic groups,4.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,1.913702283462293,2.151393504363252,2.5,4.7123,1.6666666666666663,1.8118529408599142
729,and considers the,are considered to be the,4.333,1.6666666666666665,1.0,1.25,0.0,0.0,0.0,1.6666666666666665,1.0,1.25,0.0,1.666344219630165,1.25,4.4207,2.8508771929824572,2.7473189444123878
730,you need,necessary,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5821038034040145,0.0,4.4767,0.7440476190476191,4.783208553191083
731,you are such an idiot,you fool,3.667,1.0,2.5,1.4285714285714284,0.0,0.0,0.0,1.0,2.5,1.4285714285714284,0.0,4.391881402917161,1.4285714285714284,4.3208,0.5329457364341086,3.2525768065220064
732,which was applicable,that can be applied,2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.263545757899373,0.0,4.5242,1.3888888888888893,2.6462631735639315
733,the trans-european networks,the trans-european transport network,4.333,3.333333333333333,2.5,2.8571428571428577,2.5,1.6666666666666665,2.0,3.333333333333333,2.5,2.8571428571428577,3.0335079121692763,0.6837581730863673,3.333333333333333,4.8717,4.330708661417323,1.5334287704472045
